contrast_id	gene_id	gene_key	baseline_expression	spread_i	n_methods	gene_name	gene_start	gene_end	gene_length_bp	length_source	log10_gene_length	baseline_rank_pct	baseline_bin	head_indicator	time_bin
DT_vs_D_24h	ENSG00000269600_AC016629.2	ENSG00000269600	-4.149217631882769	0.09447366370433291	6	ENSG00000269600	58590710	58599358	8649	GTF gene span	3.93696589710787	0.00716616173386157	Non-head	0	Late
DT_vs_D_24h	ENSG00000269604_AC005523.2	ENSG00000269604	-2.2299297586805467	0.22391350475733252	6	ENSG00000269604	4791745	4795559	3815	GTF gene span	3.5814945422908995	0.09106268934980191	Non-head	0	Late
DT_vs_D_24h	ENSG00000269609_RPARP-AS1	ENSG00000269609	4.89006433847127	1.1420951723539847	6	C10orf95-AS1	102435771	102461106	25336	GTF gene span	4.403738050363856	0.6151246795618737	Non-head	0	Late
DT_vs_D_24h	ENSG00000269653_AC011479.3	ENSG00000269653	-0.21392207812626915	0.956715875545894	6	ENSG00000269653	38184376	38186265	1890	GTF gene span	3.2764618041732443	0.224073642507574	Non-head	0	Late
DT_vs_D_24h	ENSG00000269680_AC008760.1	ENSG00000269680	0.12803506845820276	0.7108643406371767	6	TRIP10-AS1	6748293	6751467	3175	GTF gene span	3.5017437296279943	0.24201817758098346	Non-head	0	Late
DT_vs_D_24h	ENSG00000269688_AC008982.2	ENSG00000269688	-1.6303259098511065	0.33225741778604956	6	ENSG00000269688	38844729	38845499	771	GTF gene span	2.8870543780509568	0.1327779072477278	Non-head	0	Late
DT_vs_D_24h	ENSG00000269713_NBPF9	ENSG00000269713	5.754323896195874	1.0979046167340734	6	NBPF9	149052186	149103591	51406	GTF gene span	4.711013811890522	0.7530878583080867	Non-head	0	Late
DT_vs_D_24h	ENSG00000269743_SLC25A53	ENSG00000269743	0.7053042962135609	0.623895463171498	6	SLC25A53	104099214	104157016	57803	GTF gene span	4.761950379071654	0.2723724073642508	Non-head	0	Late
DT_vs_D_24h	ENSG00000269815_AC010463.3	ENSG00000269815	-2.875690016111216	0.4466340551923237	6	ENSG00000269815	17296196	17296695	500	GTF gene span	2.6989700043360187	0.049755301794453505	Non-head	0	Late
DT_vs_D_24h	ENSG00000269821_KCNQ1OT1	ENSG00000269821	8.174934861347142	2.5839745438177824	6	KCNQ1OT1	2597308	2700003	102696	GTF gene span	5.011553528195539	0.9734910277324633	Head	1	Late
DT_vs_D_24h	ENSG00000269825_AC022150.4	ENSG00000269825	4.519544539762483	1.01536861349776	6	ENSG00000269825	52592755	52690606	97852	GTF gene span	4.990569706642842	0.5591353996737357	Non-head	0	Late
DT_vs_D_24h	ENSG00000269834_ZNF528-AS1	ENSG00000269834	-2.3614270360625835	0.2758988703983694	6	ZNF528-AS1	52388836	52397807	8972	GTF gene span	3.95288926491093	0.08139128408296434	Non-head	0	Late
DT_vs_D_24h	ENSG00000269855_RNF225	ENSG00000269855	-0.7083322762130693	0.09248684782003494	6	RNF225	58395656	58397079	1424	GTF gene span	3.1535099893008374	0.19296201351666278	Non-head	0	Late
DT_vs_D_24h	ENSG00000269858_EGLN2	ENSG00000269858	5.830436120216941	0.663423765780377	6	EGLN2	40798996	40857708	58713	GTF gene span	4.768734271659542	0.7651479841528781	Non-head	0	Late
DT_vs_D_24h	ENSG00000269887_AL391001.1	ENSG00000269887	-1.2366286850003307	0.2509118098024874	6	ENSG00000269887	164680085	164680799	715	GTF gene span	2.8543060418010806	0.1602773246329527	Non-head	0	Late
DT_vs_D_24h	ENSG00000269889_AC078802.1	ENSG00000269889	-2.1919913716330965	0.2626612104905654	6	ENSG00000269889	169769310	169772153	2844	GTF gene span	3.4539295920577286	0.0933931484502447	Non-head	0	Late
DT_vs_D_24h	ENSG00000269892_AC125494.2	ENSG00000269892	-2.7298301365097544	0.20027928367243253	6	ENSG00000269892	6742985	6743641	657	GTF gene span	2.8175653695597807	0.054416219995339084	Non-head	0	Late
DT_vs_D_24h	ENSG00000269893_SNHG8	ENSG00000269893	6.696885528533414	1.220367380532041	6	SNHG8	118278462	118285316	6855	GTF gene span	3.8360074591255313	0.8858657655558145	Non-head	0	Late
DT_vs_D_24h	ENSG00000269895_AP000654.1	ENSG00000269895	-1.809803280591133	0.21399290687204292	6	ENSG00000269895	86833068	86837615	4548	GTF gene span	3.6578204560156973	0.11955255185271499	Non-head	0	Late
DT_vs_D_24h	ENSG00000269902_AC234772.2	ENSG00000269902	0.542409583598852	0.09131429954872941	6	ENSG00000269902	45764772	45765299	528	GTF gene span	2.722633922533812	0.2634584013050571	Non-head	0	Late
DT_vs_D_24h	ENSG00000269906_AL606834.1	ENSG00000269906	0.2705020241903828	0.5051591568490168	6	ENSG00000269906	50662511	50663178	668	GTF gene span	2.824776462475546	0.2501165229550221	Non-head	0	Late
DT_vs_D_24h	ENSG00000269918_AF131215.6	ENSG00000269918	1.3978190419529066	0.6979041949245709	6	ENSG00000269918	11104691	11106704	2014	GTF gene span	3.3040594662175993	0.3073875553484036	Non-head	0	Late
DT_vs_D_24h	ENSG00000269921_AC068620.1	ENSG00000269921	-1.733808376141674	0.1524065550563971	6	ENSG00000269921	56387215	56396871	9657	GTF gene span	3.984842231405276	0.12532043812631088	Non-head	0	Late
DT_vs_D_24h	ENSG00000269924_AC024451.4	ENSG00000269924	-0.3468960033212123	0.7707731766265096	6	ENSG00000269924	47527397	47528148	752	GTF gene span	2.876217840591642	0.21574225122349103	Non-head	0	Late
DT_vs_D_24h	ENSG00000269925_Z98884.2	ENSG00000269925	-2.3757647366090056	0.26146699900338743	6	ENSG00000269925	7776383	7776775	393	GTF gene span	2.5943925503754266	0.0806921463528315	Non-head	0	Late
DT_vs_D_24h	ENSG00000269929_AL158152.1	ENSG00000269929	4.96812298713886	0.6965813638132768	6	MIRLET7A1HG	94166258	94200905	34648	GTF gene span	4.5396781707217855	0.6277674201817758	Non-head	0	Late
DT_vs_D_24h	ENSG00000269930_AC091057.3	ENSG00000269930	-1.894757478556966	0.2050656211877208	6	ENSG00000269930	30616958	30617749	792	GTF gene span	2.8987251815894934	0.11407597296667443	Non-head	0	Late
DT_vs_D_24h	ENSG00000269934_AL353593.1	ENSG00000269934	-0.7026582589684431	0.1563472854474139	6	ENSG00000269934	228238241	228276066	37826	GTF gene span	4.577790418221759	0.193136797949196	Non-head	0	Late
DT_vs_D_24h	ENSG00000269937_AC093525.7	ENSG00000269937	3.336461319156106	1.0378986194042814	6	ENSG00000269937	2561471	2565096	3626	GTF gene span	3.5594277997594896	0.4248426940107201	Non-head	0	Late
DT_vs_D_24h	ENSG00000269938_AC068790.2	ENSG00000269938	-0.7946804548013627	0.05731172557091045	6	ENSG00000269938	123968023	123968579	557	GTF gene span	2.745855195173729	0.18690281985551155	Non-head	0	Late
DT_vs_D_24h	ENSG00000269939_PCF11-AS1	ENSG00000269939	-0.2484183675565329	0.6018441992629994	6	PCF11-AS1	83185521	83187036	1516	GTF gene span	3.1806992012960347	0.22191796783966442	Non-head	0	Late
DT_vs_D_24h	ENSG00000269940_AL049840.4	ENSG00000269940	1.3538561424790585	0.44652381471184355	6	ENSG00000269940	103694560	103695170	611	GTF gene span	2.786041210242554	0.3055814495455605	Non-head	0	Late
DT_vs_D_24h	ENSG00000269947_AC135178.6	ENSG00000269947	-0.849177137109692	0.17114017150396188	6	ENSG00000269947	8277763	8278436	674	GTF gene span	2.82865989653532	0.1832906082498252	Non-head	0	Late
DT_vs_D_24h	ENSG00000269949_AC069307.1	ENSG00000269949	0.2790560277221236	0.40458924081920367	6	ENSG00000269949	56960927	56961373	447	GTF gene span	2.6503075231319366	0.250873922162666	Non-head	0	Late
DT_vs_D_24h	ENSG00000269951_AC090181.2	ENSG00000269951	0.31784415652492787	0.5399527503973404	6	ENSG00000269951	77067654	77068325	672	GTF gene span	2.8273692730538253	0.25302959683057563	Non-head	0	Late
DT_vs_D_24h	ENSG00000269958_AL049840.5	ENSG00000269958	1.540596443976672	0.5001087636583758	6	ENSG00000269958	103696353	103697163	811	GTF gene span	2.909020854211156	0.31566068515497553	Non-head	0	Late
DT_vs_D_24h	ENSG00000269959_SPACA6P-AS	ENSG00000269959	-0.5361789915519009	0.16617810937988287	6	SPACA6-AS1	51685363	51693456	8094	GTF gene span	3.9081632000555477	0.20408995572127708	Non-head	0	Late
DT_vs_D_24h	ENSG00000269961_AC010359.2	ENSG00000269961	-1.741507887657446	0.13761125043712757	6	ERBIN-DT	65924629	65925591	963	GTF gene span	2.9836262871245345	0.12450477744115591	Non-head	0	Late
DT_vs_D_24h	ENSG00000269967_AL136115.2	ENSG00000269967	-1.406862097413025	0.13901263879918063	6	ENSG00000269967	31851913	31921841	69929	GTF gene span	4.844657317778532	0.1481589373106502	Non-head	0	Late
DT_vs_D_24h	ENSG00000269968_AC006064.4	ENSG00000269968	0.30354522404212414	0.08131280007819487	6	GAPDH-AS1	6537794	6538371	578	GTF gene span	2.761927838420529	0.25198089023537634	Non-head	0	Late
DT_vs_D_24h	ENSG00000269973_AC010969.2	ENSG00000269973	1.9490223507573012	0.1829159831700044	6	ENSG00000269973	9936360	9939590	3231	GTF gene span	3.509336958017644	0.33715917035656023	Non-head	0	Late
DT_vs_D_24h	ENSG00000269982_AC018809.2	ENSG00000269982	2.1889400141926374	0.7918115028760825	6	ENSG00000269982	9958717	9962539	3823	GTF gene span	3.582404298019028	0.351141924959217	Non-head	0	Late
DT_vs_D_24h	ENSG00000269983_AC146944.4	ENSG00000269983	1.2502052101954702	0.5037296965550718	6	ENSG00000269983	70449636	70450353	718	GTF gene span	2.8561244442423	0.30080400838965277	Non-head	0	Late
DT_vs_D_24h	ENSG00000269984_AC078795.1	ENSG00000269984	0.2694035635047558	0.38063117651679135	6	ENSG00000269984	169777192	169780334	3143	GTF gene span	3.49734438101758	0.25	Non-head	0	Late
DT_vs_D_24h	ENSG00000269985_AL021328.1	ENSG00000269985	-1.3813699166922095	0.17131716081486636	6	FARS2-AS1	5451679	5458206	6528	GTF gene span	3.8147801457458046	0.1500815660685155	Non-head	0	Late
DT_vs_D_24h	ENSG00000269989_AC036176.3	ENSG00000269989	-0.3810386101278896	0.09251583958111785	6	ENSG00000269989	63485601	63486018	418	GTF gene span	2.621176281775035	0.21358657655558144	Non-head	0	Late
DT_vs_D_24h	ENSG00000269997_AC068790.3	ENSG00000269997	-0.3951976285263089	0.5560390480574545	6	ENSG00000269997	123966077	123966629	553	GTF gene span	2.7427251313046983	0.2131204847354929	Non-head	0	Late
DT_vs_D_24h	ENSG00000270001_AL121894.2	ENSG00000270001	-2.6021516983330004	0.45428528831838416	6	ENSG00000270001	23631826	23632316	491	GTF gene span	2.6910814921229687	0.06391284082964344	Non-head	0	Late
DT_vs_D_24h	ENSG00000270006_AC010531.6	ENSG00000270006	-2.5832585785558324	0.28049408484182037	6	C16orf95-DT	87317468	87325412	7945	GTF gene span	3.900093901543398	0.06566068515497553	Non-head	0	Late
DT_vs_D_24h	ENSG00000270012_AC232271.1	ENSG00000270012	1.3386634650834597	0.19299507182834716	6	ENSG00000270012	49273054	49275768	2715	GTF gene span	3.433769833924866	0.3048240503379166	Non-head	0	Late
DT_vs_D_24h	ENSG00000270020_AC009108.3	ENSG00000270020	-2.3161141380284676	0.12001622952142929	6	ENSG00000270020	86520383	86523897	3515	GTF gene span	3.5459253293558426	0.08407131204847355	Non-head	0	Late
DT_vs_D_24h	ENSG00000270021_AC026691.1	ENSG00000270021	-1.6738179566048692	0.10016817127268607	6	ENSG00000270021	135399280	135401296	2017	GTF gene span	3.3047058982127653	0.13073875553484035	Non-head	0	Late
DT_vs_D_24h	ENSG00000270022_Z93241.1	ENSG00000270022	4.541825990944094	0.4831729840070545	6	ENSG00000270022	42614636	42626375	11740	GTF gene span	4.069668096911595	0.5621067350268003	Non-head	0	Late
DT_vs_D_24h	ENSG00000270039_AC025165.5	ENSG00000270039	-1.692066092130886	0.2958449391021105	6	ENSG00000270039	57803838	57804415	578	GTF gene span	2.761927838420529	0.12928221859706363	Non-head	0	Late
DT_vs_D_24h	ENSG00000270048_AC068790.4	ENSG00000270048	-2.7298301365097544	0.20027928367243253	6	ENSG00000270048	123962555	123962817	263	GTF gene span	2.419955748489758	0.054416219995339084	Non-head	0	Late
DT_vs_D_24h	ENSG00000270049_AC009061.2	ENSG00000270049	0.8954458731080608	0.8044122891658995	6	ATP6V0D1-DT	67481314	67505977	24664	GTF gene span	4.392063511718452	0.28297599627126546	Non-head	0	Late
DT_vs_D_24h	ENSG00000270060_AC090589.3	ENSG00000270060	-1.7242694254107311	0.2990505293981453	6	ENSG00000270060	47168281	47169563	1283	GTF gene span	3.1082266563749283	0.12660219063155442	Non-head	0	Late
DT_vs_D_24h	ENSG00000270061_AC068790.5	ENSG00000270061	-2.118747780874207	0.35959867675669105	6	ENSG00000270061	123969990	123970344	355	GTF gene span	2.550228353055094	0.09787928221859707	Non-head	0	Late
DT_vs_D_24h	ENSG00000270062_AL606834.2	ENSG00000270062	-1.6738179566048692	0.034597092082460576	6	ENSG00000270062	50723777	50724272	496	GTF gene span	2.6954816764901977	0.13073875553484035	Non-head	0	Late
DT_vs_D_24h	ENSG00000270066_AL356488.2	ENSG00000270066	7.871803344838466	1.4344057366655851	6	ENSG00000270066	109100094	109103279	3186	GTF gene span	3.503245771465113	0.9634700536005593	Head	1	Late
DT_vs_D_24h	ENSG00000270069_MIR222HG	ENSG00000270069	5.060345891871845	0.35058242048745347	6	MIR222HG	45745210	45851873	106664	GTF gene span	5.028017866102477	0.6416919133069214	Non-head	0	Late
DT_vs_D_24h	ENSG00000270076_AF131215.7	ENSG00000270076	-1.5340140457106193	0.2650738102831975	6	ENSG00000270076	11202965	11203671	707	GTF gene span	2.8494194137968996	0.13947797716150082	Non-head	0	Late
DT_vs_D_24h	ENSG00000270083_AL021878.2	ENSG00000270083	-1.556620374476254	0.20966584461473675	6	ENSG00000270083	42089630	42090028	399	GTF gene span	2.6009728956867484	0.13790491726870194	Non-head	0	Late
DT_vs_D_24h	ENSG00000270084_GAS5-AS1	ENSG00000270084	-1.4490598477447865	0.22247332846407353	6	GAS5-AS1	173862473	173863941	1469	GTF gene span	3.1670217957902564	0.14536238639011886	Non-head	0	Late
DT_vs_D_24h	ENSG00000270091_AC015726.1	ENSG00000270091	-0.745957829876513	0.2653950285696937	6	ENSG00000270091	19896590	19897287	698	GTF gene span	2.843855422623161	0.19034024702866464	Non-head	0	Late
DT_vs_D_24h	ENSG00000270095_AC068790.6	ENSG00000270095	-2.7147558559378693	0.05413905155590114	6	ENSG00000270095	123971457	123971714	258	GTF gene span	2.41161970596323	0.05692146352831508	Non-head	0	Late
DT_vs_D_24h	ENSG00000270096_AC078795.2	ENSG00000270096	-1.160479642354218	0.3841140808484875	6	ENSG00000270096	169794962	169796213	1252	GTF gene span	3.097604328874411	0.16453041249126077	Non-head	0	Late
DT_vs_D_24h	ENSG00000270100_AC012065.4	ENSG00000270100	-1.7863158041339655	0.11545978793923378	6	ENSG00000270100	20678254	20678932	679	GTF gene span	2.8318697742805017	0.12287345607084596	Non-head	0	Late
DT_vs_D_24h	ENSG00000270103_AL360012.1	ENSG00000270103	2.1643355273596887	0.7279202947510208	6	ENSG00000270103	28648600	28648730	131	GTF gene span	2.1172712956557644	0.35003495688650665	Non-head	0	Late
DT_vs_D_24h	ENSG00000270108_AL049840.6	ENSG00000270108	-0.02971766770906686	0.057408668926951206	6	ENSG00000270108	103687576	103688127	552	GTF gene span	2.741939077729199	0.2340363551619669	Non-head	0	Late
DT_vs_D_24h	ENSG00000270115_AL513327.3	ENSG00000270115	-0.39433644145926694	0.8046274876961523	6	ENSG00000270115	33261212	33261680	469	GTF gene span	2.6711728427150834	0.21323700769051504	Non-head	0	Late
DT_vs_D_24h	ENSG00000270116_AP001429.1	ENSG00000270116	-1.117761279309918	0.5353555139126704	6	ENSG00000270116	37100814	37101343	530	GTF gene span	2.724275869600789	0.16645304124912608	Non-head	0	Late
DT_vs_D_24h	ENSG00000270118_AC138894.2	ENSG00000270118	-1.462370662473174	0.31211661921331046	6	ENSG00000270118	28454141	28454511	371	GTF gene span	2.569373909615046	0.14448846422745282	Non-head	0	Late
DT_vs_D_24h	ENSG00000270120_AC007728.3	ENSG00000270120	-1.186507606552338	0.44808582633770566	6	ENSG00000270120	50712844	50713589	746	GTF gene span	2.8727388274726686	0.16208343043579584	Non-head	0	Late
DT_vs_D_24h	ENSG00000270127_AC027020.2	ENSG00000270127	-0.23507651803870097	0.27101289692644936	6	ENSG00000270127	100547765	100550153	2389	GTF gene span	3.378216149749878	0.22319972034490795	Non-head	0	Late
DT_vs_D_24h	ENSG00000270130_AC068790.7	ENSG00000270130	-1.3043186160529074	0.2144866270859022	6	ENSG00000270130	123960717	123961244	528	GTF gene span	2.722633922533812	0.15590771381962246	Non-head	0	Late
DT_vs_D_24h	ENSG00000270135_AC078795.3	ENSG00000270135	-2.273991715140904	0.30689750597924365	6	ENSG00000270135	169793495	169793966	472	GTF gene span	2.673941998634088	0.08692612444651597	Non-head	0	Late
DT_vs_D_24h	ENSG00000270137_AF230666.2	ENSG00000270137	-0.7115762524513354	0.03794269690319155	6	ENSG00000270137	132826179	132826903	725	GTF gene span	2.8603380065709936	0.19197156839897458	Non-head	0	Late
DT_vs_D_24h	ENSG00000270140_AC005520.3	ENSG00000270140	-2.8850740707764513	0.4966469938128966	6	ENSG00000270140	73905267	73905636	370	GTF gene span	2.568201724066995	0.04672570496387789	Non-head	0	Late
DT_vs_D_24h	ENSG00000270141_TERC	ENSG00000270141	7.56265909306092	1.2497198820626338	6	TERC	169764610	169765060	451	GTF gene span	2.6541765418779604	0.9510020974131904	Head	1	Late
DT_vs_D_24h	ENSG00000270165_AC010530.1	ENSG00000270165	-2.8945333402792706	1.2243284687538247	6	ENSG00000270165	67738588	67739922	1335	GTF gene span	3.125481265700594	0.04550221393614542	Non-head	0	Late
DT_vs_D_24h	ENSG00000270170_NCBP2AS2	ENSG00000270170	3.6198861242779454	0.03196583455132167	6	NCBP2AS2	196942674	196943543	870	GTF gene span	2.9395192526186187	0.45012817525052434	Non-head	0	Late
DT_vs_D_24h	ENSG00000270175_AC023509.3	ENSG00000270175	-0.4159530591609554	0.15353146145957008	6	ENSG00000270175	53500151	53501575	1425	GTF gene span	3.153814864344529	0.21201351666278256	Non-head	0	Late
DT_vs_D_24h	ENSG00000270177_AC104109.2	ENSG00000270177	-0.745957829876513	0.21084082849771973	6	PPP2CA-DT	134226136	134227903	1768	GTF gene span	3.2474822606770544	0.19034024702866464	Non-head	0	Late
DT_vs_D_24h	ENSG00000270179_AP002840.2	ENSG00000270179	-0.4200381180873792	0.042223971788948864	6	ENSG00000270179	113368478	113369117	640	GTF gene span	2.806179973983887	0.21148916336518295	Non-head	0	Late
DT_vs_D_24h	ENSG00000270190_AC068491.3	ENSG00000270190	0.21144617133324511	1.168291651052302	6	ENSG00000270190	111266868	111267473	606	GTF gene span	2.782472624166286	0.24656257282684688	Non-head	0	Late
DT_vs_D_24h	ENSG00000270194_AC097359.2	ENSG00000270194	0.8516081178540987	0.04793337520359644	6	GOLGA4-AS1	37241789	37244202	2414	GTF gene span	3.3827372657613304	0.2801794453507341	Non-head	0	Late
DT_vs_D_24h	ENSG00000270210_AC104695.3	ENSG00000270210	-0.6707225977014655	0.07022019671820556	6	ENSG00000270210	28425945	28426719	775	GTF gene span	2.88930170250631	0.19535073409461665	Non-head	0	Late
DT_vs_D_24h	ENSG00000270276_HIST2H4B	ENSG00000270276	2.789309188265406	0.43898117177477436	6	H4C15	149854045	149861159	7115	GTF gene span	3.8521749044203033	0.3852831507807038	Non-head	0	Late
DT_vs_D_24h	ENSG00000270277_AC009948.2	ENSG00000270277	1.681781036455793	0.1945550514900179	6	ENSG00000270277	178548884	178550681	1798	GTF gene span	3.25478968739721	0.3226520624563039	Non-head	0	Late
DT_vs_D_24h	ENSG00000270332_SMC2-AS1	ENSG00000270332	-1.8995599340777127	0.36889549817210365	6	SMC2-DT	103945549	104093073	147525	GTF gene span	5.168865623311037	0.11244465159636448	Non-head	0	Late
DT_vs_D_24h	ENSG00000270344_POC1B-AS1	ENSG00000270344	3.3542455035619065	1.102081631065237	6	POC1B-AS1	89524545	89594878	70334	GTF gene span	4.847165317093894	0.42618270799347474	Non-head	0	Late
DT_vs_D_24h	ENSG00000270361_AL451085.1	ENSG00000270361	-3.3571347326784897	0.3337706678215511	6	ENSG00000270361	154936560	154938159	1600	GTF gene span	3.2041199826559246	0.02936378466557912	Non-head	0	Late
DT_vs_D_24h	ENSG00000270362_HMGN3-AS1	ENSG00000270362	1.339240450676546	0.045220608458897645	6	HMGN3-AS1	79233697	79244087	10391	GTF gene span	4.016657344822202	0.30499883477044976	Non-head	0	Late
DT_vs_D_24h	ENSG00000270419_CAHM	ENSG00000270419	-0.5329108485509476	0.2613349847666801	6	CAHM	163368306	163415456	47151	GTF gene span	4.673490907887271	0.2042647401538103	Non-head	0	Late
DT_vs_D_24h	ENSG00000270426_AC099343.2	ENSG00000270426	-1.34745670896763	0.4141470978674794	6	ENSG00000270426	184471924	184472609	686	GTF gene span	2.8363241157067516	0.15247028664646936	Non-head	0	Late
DT_vs_D_24h	ENSG00000270482_AC026367.1	ENSG00000270482	-3.8752418555893193	0.30096737679676877	6	ENSG00000270482	118375291	118376286	996	GTF gene span	2.998259338423699	0.013982754602656723	Non-head	0	Late
DT_vs_D_24h	ENSG00000270504_AL391422.4	ENSG00000270504	3.7338440303316873	1.1468435924211842	6	ENSG00000270504	3751111	3753907	2797	GTF gene span	3.4466924663715273	0.461547424842694	Non-head	0	Late
DT_vs_D_24h	ENSG00000270557_AC013731.1	ENSG00000270557	-1.9477110375812967	0.36125632485431214	6	ENSG00000270557	157877683	157878565	883	GTF gene span	2.9459607035775686	0.11046376136098811	Non-head	0	Late
DT_vs_D_24h	ENSG00000270562_AC097634.1	ENSG00000270562	0.1743439200525772	0.5751902745404042	6	FOXP1-DT	71584048	71587409	3362	GTF gene span	3.526597709103452	0.24446515963644838	Non-head	0	Late
DT_vs_D_24h	ENSG00000270574_AC010680.2	ENSG00000270574	1.609102269334207	0.1410566427630838	6	ENSG00000270574	178578790	178580906	2117	GTF gene span	3.325720858019412	0.3189815893731065	Non-head	0	Late
DT_vs_D_24h	ENSG00000270589_AL158163.1	ENSG00000270589	0.07252118363505966	0.430339048466016	6	ENSG00000270589	110910596	110912244	1649	GTF gene span	3.217220655644519	0.2390468422279189	Non-head	0	Late
DT_vs_D_24h	ENSG00000270605_AL353622.1	ENSG00000270605	1.5723407629850898	0.47418110873961583	6	ATP5IF1-AS1	28239509	28247210	7702	GTF gene span	3.8866035142867124	0.3174085294803076	Non-head	0	Late
DT_vs_D_24h	ENSG00000270607_AC009549.1	ENSG00000270607	-2.108645197754643	0.1921990794687723	6	LEISA1	19710934	19712619	1686	GTF gene span	3.2268575702887237	0.09921929620135167	Non-head	0	Late
DT_vs_D_24h	ENSG00000270629_NBPF14	ENSG00000270629	6.429031425943542	1.231650638874413	6	NBPF14	148531385	148679742	148358	GTF gene span	5.171310970013687	0.8531228151945933	Non-head	0	Late
DT_vs_D_24h	ENSG00000270638_AL023806.1	ENSG00000270638	-1.015738410662339	0.08810587910758555	6	ENSG00000270638	145735570	145737218	1649	GTF gene span	3.217220655644519	0.17245397343276625	Non-head	0	Late
DT_vs_D_24h	ENSG00000270640_AC104695.4	ENSG00000270640	0.9736373456889656	0.7387324013429633	6	ENSG00000270640	28396815	28397110	296	GTF gene span	2.4712917110589387	0.28623863901188534	Non-head	0	Late
DT_vs_D_24h	ENSG00000270641_TSIX	ENSG00000270641	-2.5832585785558324	0.4671498497420735	6	TSIX	73792205	73829231	37027	GTF gene span	4.568518526086025	0.06566068515497553	Non-head	0	Late
DT_vs_D_24h	ENSG00000270647_TAF15	ENSG00000270647	7.041355637735131	0.592316221562256	6	TAF15	35809475	35864615	55141	GTF gene span	4.741474637913096	0.9164530412491261	Head	1	Late
DT_vs_D_24h	ENSG00000270659_AC079610.1	ENSG00000270659	-1.5311169897155938	0.21567737337306403	6	ENSG00000270659	213151965	213153738	1774	GTF gene span	3.2489536154957075	0.14075972966674435	Non-head	0	Late
DT_vs_D_24h	ENSG00000270673_YTHDF3-AS1	ENSG00000270673	-1.3730649432953272	0.23746402760397206	6	YTHDF3-DT	63167485	63169063	1579	GTF gene span	3.1983821300082944	0.15147984152878116	Non-head	0	Late
DT_vs_D_24h	ENSG00000270681_AC095055.1	ENSG00000270681	-2.3994603119069207	0.3489591434003281	6	SH3D19-AS1	151139991	151141103	1113	GTF gene span	3.0464951643347082	0.07603122815194593	Non-head	0	Late
DT_vs_D_24h	ENSG00000270696_AC005034.3	ENSG00000270696	0.02662101058274209	0.342096138640701	6	ENSG00000270696	75660462	75662208	1747	GTF gene span	3.2422929049829308	0.23700769051503146	Non-head	0	Late
DT_vs_D_24h	ENSG00000270720_AC104785.1	ENSG00000270720	-0.601313668487419	0.03265584811245577	6	ENSG00000270720	89119284	89119871	588	GTF gene span	2.7693773260761385	0.20012817525052434	Non-head	0	Late
DT_vs_D_24h	ENSG00000270761_AL355353.1	ENSG00000270761	-3.37554059833131	0.33468699007147146	6	CD2AP-DT	47476441	47478160	1720	GTF gene span	3.2355284469075487	0.02604288044744815	Non-head	0	Late
DT_vs_D_24h	ENSG00000270765_GAS2L2	ENSG00000270765	-1.3813699166922095	0.24124600103881103	6	GAS2L2	35744511	35753260	8750	GTF gene span	3.942008053022313	0.1500815660685155	Non-head	0	Late
DT_vs_D_24h	ENSG00000270800_RPS10-NUDT3	ENSG00000270800	2.380822704831729	0.3253029557918884	6	RPS10-NUDT3	34284887	34426071	141185	GTF gene span	5.149788558165687	0.3610463761360988	Non-head	0	Late
DT_vs_D_24h	ENSG00000270820_AC016727.1	ENSG00000270820	-0.00571349448054983	0.15326394248796787	6	USP34-DT	61470077	61495188	25112	GTF gene span	4.399881302691986	0.23496853880214402	Non-head	0	Late
DT_vs_D_24h	ENSG00000270823_AC007938.2	ENSG00000270823	-2.857234354849282	1.1822670933060997	6	ENSG00000270823	130495794	130498427	2634	GTF gene span	3.420615770625765	0.052260545327429506	Non-head	0	Late
DT_vs_D_24h	ENSG00000270882_HIST2H4A	ENSG00000270882	7.041801458620008	1.4155896031051212	6	H4C14	149832657	149839767	7111	GTF gene span	3.8519306786402674	0.9166278256816592	Head	1	Late
DT_vs_D_24h	ENSG00000270885_RASL10B	ENSG00000270885	-2.1776798510004167	0.2493946958848539	6	RASL10B	35731639	35743521	11883	GTF gene span	4.074926097123956	0.09450011652295502	Non-head	0	Late
DT_vs_D_24h	ENSG00000270894_AC015849.4	ENSG00000270894	-1.4361246857774594	0.3402644754336774	6	ENSG00000270894	35818399	35823713	5315	GTF gene span	3.7255032688593155	0.14751806105802842	Non-head	0	Late
DT_vs_D_24h	ENSG00000270953_AC007938.3	ENSG00000270953	-0.9529774985121442	0.5618572213153565	6	ENSG00000270953	130507660	130508282	623	GTF gene span	2.7944880466591697	0.1771731531111629	Non-head	0	Late
DT_vs_D_24h	ENSG00000270956_AC009948.3	ENSG00000270956	-0.03620034263515544	0.19435750027178605	6	ENSG00000270956	178541125	178541799	675	GTF gene span	2.829303772831025	0.23322069447681193	Non-head	0	Late
DT_vs_D_24h	ENSG00000270959_LPP-AS2	ENSG00000270959	0.17502317188308492	0.5366632925902994	6	LPP-AS2	188151206	188154087	2882	GTF gene span	3.4596939764779706	0.2446399440689816	Non-head	0	Late
DT_vs_D_24h	ENSG00000270964_AC016355.1	ENSG00000270964	-0.8227653462322431	0.1464946082364988	6	MAP2K5-DT	67541072	67542604	1533	GTF gene span	3.185542154854375	0.18480540666511303	Non-head	0	Late
