gene,gene_symbol,auc_DOX@24h,fdr_DOX@24h,auc_DOX@4h,fdr_DOX@4h,baseline_mean,region,is_DDR
ENSG00000273007_AC021205.3,AC021205.3,0.9375,0.1518987342,0.5,1,3.049095388,mid,False
ENSG00000273565_AL691403.2,AL691403.2,0.9375,0.1518987342,0.5,1,1.001643142,tail,False
ENSG00000274038_AC007014.2,AC007014.2,0.9375,0.1518987342,0.5,1,1.656689749,tail,False
ENSG00000277566_AC089999.2,AC089999.2,0.9375,0.1518987342,0.5,1,2.849411708,mid,False
ENSG00000277701_AC159540.2,AC159540.2,0.9375,0.1518987342,0.5,1,7.870417106,mid,False
ENSG00000285696_AP002433.2,AP002433.2,0.9375,0.1518987342,0.5,1,1.703754236,tail,False
ENSG00000288075_AC108519.1,AC108519.1,0.9375,0.1518987342,0.5,1,4.183407087,mid,False
ENSG00000008300_CELSR3,CELSR3,0.9375,0.1518987342,0.5625,1,10.25801903,mid,False
ENSG00000011007_ELOA,ELOA,0.9375,0.1518987342,0.5625,1,10.918654,mid,False
ENSG00000049769_PPP1R3F,PPP1R3F,0.9375,0.1518987342,0.5625,1,5.890841187,mid,False
ENSG00000068097_HEATR6,HEATR6,0.9375,0.1518987342,0.5625,1,8.857699,mid,False
ENSG00000075240_GRAMD4,GRAMD4,0.9375,0.1518987342,0.5625,1,10.14772319,mid,False
ENSG00000075399_VPS9D1,VPS9D1,0.9375,0.1518987342,0.5625,1,7.074891488,mid,False
ENSG00000078246_TULP3,TULP3,0.9375,0.1518987342,0.5625,1,9.013715616,mid,False
ENSG00000086730_LAT2,LAT2,0.9375,0.1518987342,0.5625,1,2.369749565,mid,False
ENSG00000095397_WHRN,WHRN,0.9375,0.1518987342,0.5625,1,4.089127235,mid,False
ENSG00000100767_PAPLN,PAPLN,0.9375,0.1518987342,0.5625,1,8.072580388,mid,False
ENSG00000103496_STX4,STX4,0.9375,0.1518987342,0.5625,1,9.060833416,mid,False
ENSG00000109762_SNX25,SNX25,0.9375,0.1518987342,0.5625,1,9.125470967,mid,False
ENSG00000110801_PSMD9,PSMD9,0.9375,0.1518987342,0.5625,1,9.60360895,mid,False
ENSG00000115295_CLIP4,CLIP4,0.9375,0.1518987342,0.5625,1,10.97544442,mid,False
ENSG00000117408_IPO13,IPO13,0.9375,0.1518987342,0.5625,1,9.851514464,mid,False
ENSG00000119778_ATAD2B,ATAD2B,0.9375,0.1518987342,0.5625,1,10.03632736,mid,False
ENSG00000121621_KIF18A,KIF18A,0.9375,0.1518987342,0.5625,1,8.480661799,mid,False
ENSG00000124789_NUP153,NUP153,0.9375,0.1518987342,0.5625,1,11.21916431,mid,False
ENSG00000129007_CALML4,CALML4,0.9375,0.1518987342,0.5625,1,7.910511867,mid,False
ENSG00000135622_SEMA4F,SEMA4F,0.9375,0.1518987342,0.5625,1,7.576757899,mid,False
ENSG00000136709_WDR33,WDR33,0.9375,0.1518987342,0.5625,1,11.02305821,mid,False
ENSG00000137700_SLC37A4,SLC37A4,0.9375,0.1518987342,0.5625,1,8.810383108,mid,False
ENSG00000138050_THUMPD2,THUMPD2,0.9375,0.1518987342,0.5625,1,8.527249262,mid,False
ENSG00000138207_RBP4,RBP4,0.9375,0.1518987342,0.5625,1,2.061674199,tail,False
ENSG00000141086_CTRL,CTRL,0.9375,0.1518987342,0.5625,1,5.28412322,mid,False
ENSG00000142273_CBLC,CBLC,0.9375,0.1518987342,0.5625,1,9.113493191,mid,False
ENSG00000144026_ZNF514,ZNF514,0.9375,0.1518987342,0.5625,1,8.642755521,mid,False
ENSG00000144214_LYG1,LYG1,0.9375,0.1518987342,0.5625,1,3.557666259,mid,False
ENSG00000149499_EML3,EML3,0.9375,0.1518987342,0.5625,1,10.3204005,mid,False
ENSG00000152465_NMT2,NMT2,0.9375,0.1518987342,0.5625,1,8.388370776,mid,False
ENSG00000155903_RASA2,RASA2,0.9375,0.1518987342,0.5625,1,9.255997673,mid,False
ENSG00000164048_ZNF589,ZNF589,0.9375,0.1518987342,0.5625,1,8.028127323,mid,False
ENSG00000165304_MELK,MELK,0.9375,0.1518987342,0.5625,1,9.115619281,mid,False
ENSG00000166669_ATF7IP2,ATF7IP2,0.9375,0.1518987342,0.5625,1,4.945522899,mid,False
ENSG00000167395_ZNF646,ZNF646,0.9375,0.1518987342,0.5625,1,9.724891866,mid,False
ENSG00000168434_COG7,COG7,0.9375,0.1518987342,0.5625,1,8.99676126,mid,False
ENSG00000168818_STX18,STX18,0.9375,0.1518987342,0.5625,1,9.234421324,mid,False
ENSG00000169087_HSPBAP1,HSPBAP1,0.9375,0.1518987342,0.5625,1,7.524269993,mid,False
ENSG00000173905_GOLIM4,GOLIM4,0.9375,0.1518987342,0.5625,1,9.937513963,mid,False
ENSG00000174137_FAM53A,FAM53A,0.9375,0.1518987342,0.5625,1,4.472437294,mid,False
ENSG00000176919_C8G,C8G,0.9375,0.1518987342,0.5625,1,1.786454493,tail,False
ENSG00000182685_BRICD5,BRICD5,0.9375,0.1518987342,0.5625,1,6.050339752,mid,False
ENSG00000186526_CYP4F8,CYP4F8,0.9375,0.1518987342,0.5625,1,3.001093802,mid,False
ENSG00000186723_OR10H1,OR10H1,0.9375,0.1518987342,0.5625,1,0.5518451443,tail,False
ENSG00000188779_SKOR1,SKOR1,0.9375,0.1518987342,0.5625,1,3.278965135,mid,False
ENSG00000197275_RAD54B,RAD54B,0.9375,0.1518987342,0.5625,1,7.289860228,mid,False
ENSG00000197332_AC008543.1,AC008543.1,0.9375,0.1518987342,0.5625,1,4.795205541,mid,False
ENSG00000197714_ZNF460,ZNF460,0.9375,0.1518987342,0.5625,1,10.60744255,mid,False
ENSG00000214145_LINC00887,LINC00887,0.9375,0.1518987342,0.5625,1,5.598263756,mid,False
ENSG00000219481_NBPF1,NBPF1,0.9375,0.1518987342,0.5625,1,8.930726837,mid,False
ENSG00000230606_AC092683.1,AC092683.1,0.9375,0.1518987342,0.5625,1,8.153257591,mid,False
ENSG00000232623_AP000266.1,AP000266.1,0.9375,0.1518987342,0.5625,1,2.174097014,tail,False
ENSG00000246922_UBAP1L,UBAP1L,0.9375,0.1518987342,0.5625,1,6.510361316,mid,False
ENSG00000254017_IGHEP2,IGHEP2,0.9375,0.1518987342,0.5625,1,0.715512038,tail,False
ENSG00000255067_AC013549.4,AC013549.4,0.9375,0.1518987342,0.5625,1,0.6927577999,tail,False
ENSG00000259605_AC074212.1,AC074212.1,0.9375,0.1518987342,0.5625,1,5.606597763,mid,False
ENSG00000261584_AL513548.1,AL513548.1,0.9375,0.1518987342,0.5625,1,3.663447528,mid,False
ENSG00000262188_LINC01978,LINC01978,0.9375,0.1518987342,0.5625,1,2.17069975,tail,False
ENSG00000267064_UXT-AS1,UXT-AS1,0.9375,0.1518987342,0.5625,1,4.045465456,mid,False
ENSG00000267474_AC008569.2,AC008569.2,0.9375,0.1518987342,0.5625,1,0.7686725722,tail,False
ENSG00000270141_TERC,TERC,0.9375,0.1518987342,0.5625,1,11.77149942,head,False
ENSG00000274849_AC023043.4,AC023043.4,0.9375,0.1518987342,0.5625,1,3.884842873,mid,False
ENSG00000276255_LINC02809,LINC02809,0.9375,0.1518987342,0.5625,1,5.113651621,mid,False
ENSG00000278716_AC133540.1,AC133540.1,0.9375,0.1518987342,0.5625,1,0.503521238,tail,False
ENSG00000284977_AL160272.1,AL160272.1,0.9375,0.1518987342,0.5625,1,1.923570777,tail,False
ENSG00000286205_AC139887.5,AC139887.5,0.9375,0.1518987342,0.5625,1,1.904616588,tail,False
ENSG00000125538_IL1B,IL1B,0.9375,0.1567396346,0.5625,1,1.384875101,tail,False
ENSG00000125787_GNRH2,GNRH2,0.9375,0.1518987342,0.59375,1,1.003771984,tail,False
ENSG00000241772_AC092620.1,AC092620.1,0.9375,0.1518987342,0.59375,1,0.96821451,tail,False
ENSG00000269899_AC025857.2,AC025857.2,0.9375,0.1518987342,0.59375,1,1.633177574,tail,False
ENSG00000285884_AL022345.4,AL022345.4,0.9375,0.1518987342,0.59375,1,0.9193671121,tail,False
ENSG00000115464_USP34,USP34,0.875,0.2398266314,0,0.3887587822,12.48972263,head,False
ENSG00000123104_ITPR2,ITPR2,0.875,0.2398266314,0,0.3887587822,10.63483197,mid,False
ENSG00000124602_UNC5CL,UNC5CL,0.875,0.2398266314,0,0.3887587822,4.968256315,mid,False
ENSG00000132549_VPS13B,VPS13B,0.875,0.2398266314,0,0.3887587822,11.05149219,mid,False
ENSG00000137185_ZSCAN9,ZSCAN9,0.875,0.2398266314,0,0.3887587822,7.932321791,mid,False
ENSG00000145982_FARS2,FARS2,0.875,0.2398266314,0,0.3887587822,8.75375237,mid,False
ENSG00000150471_ADGRL3,ADGRL3,0.875,0.2398266314,0,0.3887587822,10.44113185,mid,False
ENSG00000162148_PPP1R32,PPP1R32,0.875,0.2398266314,0,0.3887587822,3.747078217,mid,False
ENSG00000186260_MRTFB,MRTFB,0.875,0.2398266314,0,0.3887587822,11.27484201,mid,False
ENSG00000186451_SPATA12,SPATA12,0.875,0.2398266314,0,0.3887587822,2.927573623,mid,False
ENSG00000187753_C9orf153,C9orf153,0.875,0.2398266314,0,0.3887587822,3.108982338,mid,False
ENSG00000264230_ANXA8L1,ANXA8L1,0.875,0.2398266314,0,0.3887587822,9.523462914,mid,False
ENSG00000264812_AC132938.2,AC132938.2,0.875,0.2398266314,0,0.3887587822,2.353912893,mid,False
ENSG00000139974_SLC38A6,SLC38A6,0.875,0.2398266314,0.0625,0.4977511244,6.959879225,mid,False
ENSG00000145348_TBCK,TBCK,0.875,0.2398266314,0.0625,0.4977511244,9.471391698,mid,False
ENSG00000149311_ATM,ATM,0.875,0.2398266314,0.0625,0.4977511244,11.53919754,head,True
ENSG00000236699_ARHGEF38,ARHGEF38,0.875,0.2398266314,0.0625,0.4977511244,8.930193784,mid,False
ENSG00000254024_AP001207.3,AP001207.3,0.875,0.2398266314,0.0625,0.4977511244,2.018073639,tail,False
ENSG00000268621_IGFL2-AS1,IGFL2-AS1,0.875,0.2398266314,0.0625,0.4977511244,9.659216004,mid,False
ENSG00000082196_C1QTNF3,C1QTNF3,0.875,0.2398266314,0.125,0.6097337006,4.530356056,mid,False
ENSG00000099840_IZUMO4,IZUMO4,0.875,0.2398266314,0.125,0.6097337006,4.479377832,mid,False
ENSG00000100053_CRYBB3,CRYBB3,0.875,0.2398266314,0.125,0.6097337006,2.453639505,mid,False
ENSG00000104093_DMXL2,DMXL2,0.875,0.2398266314,0.125,0.6097337006,10.49601476,mid,False
ENSG00000109680_TBC1D19,TBC1D19,0.875,0.2398266314,0.125,0.6097337006,6.976808322,mid,False
ENSG00000123352_SPATS2,SPATS2,0.875,0.2398266314,0.125,0.6097337006,8.929589259,mid,False
ENSG00000135968_GCC2,GCC2,0.875,0.2398266314,0.125,0.6097337006,11.02822005,mid,False
ENSG00000136051_WASHC4,WASHC4,0.875,0.2398266314,0.125,0.6097337006,11.30400441,mid,False
ENSG00000136935_GOLGA1,GOLGA1,0.875,0.2398266314,0.125,0.6097337006,9.486760871,mid,False
ENSG00000144649_GASK1A,GASK1A,0.875,0.2398266314,0.125,0.6097337006,4.070733843,mid,False
ENSG00000203734_ECT2L,ECT2L,0.875,0.2398266314,0.125,0.6097337006,1.547814972,tail,False
ENSG00000206530_CFAP44,CFAP44,0.875,0.2398266314,0.125,0.6097337006,8.529171865,mid,False
ENSG00000213809_KLRK1,KLRK1,0.875,0.2398266314,0.125,0.6097337006,1.718789506,tail,False
ENSG00000215386_MIR99AHG,MIR99AHG,0.875,0.2398266314,0.125,0.6097337006,6.180163526,mid,False
ENSG00000227486_AL050309.1,AL050309.1,0.875,0.2398266314,0.125,0.6097337006,3.942417709,mid,False
ENSG00000231711_LINC00899,LINC00899,0.875,0.2398266314,0.125,0.6097337006,5.986120405,mid,False
ENSG00000233184_AC093157.1,AC093157.1,0.875,0.2398266314,0.125,0.6097337006,8.199609088,mid,False
ENSG00000236263_AC234582.2,AC234582.2,0.875,0.2398266314,0.125,0.6097337006,2.612917007,mid,False
ENSG00000237017_AC245052.4,AC245052.4,0.875,0.2398266314,0.125,0.6097337006,2.075919621,tail,False
ENSG00000255910_AC024901.1,AC024901.1,0.875,0.2398266314,0.125,0.6097337006,2.173171929,tail,False
ENSG00000259583_AC015712.2,AC015712.2,0.875,0.2398266314,0.125,0.6097337006,7.531601985,mid,False
ENSG00000267882_AL031666.2,AL031666.2,0.875,0.2398266314,0.125,0.6097337006,5.450403301,mid,False
ENSG00000272525_AC099522.2,AC099522.2,0.875,0.2398266314,0.125,0.6097337006,4.232705881,mid,False
ENSG00000287507_AP001053.1,AP001053.1,0.875,0.2398266314,0.125,0.6097337006,2.098937296,tail,False
ENSG00000064270_ATP2C2,ATP2C2,0.875,0.2398266314,0.1875,0.7407564811,5.838215574,mid,False
ENSG00000079482_OPHN1,OPHN1,0.875,0.2398266314,0.1875,0.7407564811,8.744732482,mid,False
ENSG00000101445_PPP1R16B,PPP1R16B,0.875,0.2398266314,0.1875,0.7407564811,5.563008843,mid,False
ENSG00000102524_TNFSF13B,TNFSF13B,0.875,0.2398266314,0.1875,0.7407564811,3.520622088,mid,False
ENSG00000103599_IQCH,IQCH,0.875,0.2398266314,0.1875,0.7407564811,5.012999985,mid,False
ENSG00000111752_PHC1,PHC1,0.875,0.2398266314,0.1875,0.7407564811,8.396851397,mid,False
ENSG00000125351_UPF3B,UPF3B,0.875,0.2398266314,0.1875,0.7407564811,8.229285611,mid,False
ENSG00000127366_TAS2R5,TAS2R5,0.875,0.2398266314,0.1875,0.7407564811,4.512846552,mid,False
ENSG00000128052_KDR,KDR,0.875,0.2398266314,0.1875,0.7407564811,5.879056555,mid,False
ENSG00000137177_KIF13A,KIF13A,0.875,0.2398266314,0.1875,0.7407564811,9.893893729,mid,False
ENSG00000140993_TIGD7,TIGD7,0.875,0.2398266314,0.1875,0.7407564811,5.774485544,mid,False
ENSG00000150760_DOCK1,DOCK1,0.875,0.2398266314,0.1875,0.7407564811,11.21492898,mid,False
ENSG00000152292_SH2D6,SH2D6,0.875,0.2398266314,0.1875,0.7407564811,1.940630795,tail,False
ENSG00000164061_BSN,BSN,0.875,0.2398266314,0.1875,0.7407564811,4.363903482,mid,False
ENSG00000170209_ANKK1,ANKK1,0.875,0.2398266314,0.1875,0.7407564811,3.198019044,mid,False
ENSG00000175197_DDIT3,DDIT3,0.875,0.2398266314,0.1875,0.7407564811,6.760841216,mid,False
ENSG00000216937_CCDC7,CCDC7,0.875,0.2398266314,0.1875,0.7407564811,6.236964986,mid,False
ENSG00000250410_AC112722.1,AC112722.1,0.875,0.2398266314,0.1875,0.7407564811,1.171862621,tail,False
ENSG00000254632_AP003119.1,AP003119.1,0.875,0.2398266314,0.1875,0.7407564811,1.772088246,tail,False
ENSG00000259341_AC015660.1,AC015660.1,0.875,0.2398266314,0.1875,0.7407564811,5.789771626,mid,False
ENSG00000260063_AL512408.1,AL512408.1,0.875,0.2398266314,0.1875,0.7407564811,3.333053996,mid,False
ENSG00000263072_ZNF213-AS1,ZNF213-AS1,0.875,0.2398266314,0.1875,0.7407564811,7.299971287,mid,False
ENSG00000268364_SMC5-AS1,SMC5-AS1,0.875,0.2398266314,0.1875,0.7407564811,5.93020423,mid,False
ENSG00000270419_CAHM,CAHM,0.875,0.2398266314,0.1875,0.7407564811,4.2605329,mid,False
ENSG00000272037_AP002907.1,AP002907.1,0.875,0.2398266314,0.1875,0.7407564811,2.185094033,tail,False
ENSG00000278238_AL359513.1,AL359513.1,0.875,0.2398266314,0.1875,0.7407564811,3.063131592,mid,False
ENSG00000101162_TUBB1,TUBB1,0.875,0.1825605599,0.21875,0.7996788438,0.8777709452,tail,False
ENSG00000099957_P2RX6,P2RX6,0.875,0.2398266314,0.21875,0.7996788438,1.417642163,tail,False
ENSG00000117601_SERPINC1,SERPINC1,0.875,0.2398266314,0.21875,0.7996788438,1.098831745,tail,False
ENSG00000230131_LINC02641,LINC02641,0.875,0.2398266314,0.21875,0.7996788438,1.033557457,tail,False
ENSG00000243709_LEFTY1,LEFTY1,0.875,0.2398266314,0.25,0.7996788438,1.550308439,tail,False
ENSG00000276272_AC024884.2,AC024884.2,0.875,0.2398266314,0.25,0.7996788438,2.122619342,tail,False
ENSG00000013523_ANGEL1,ANGEL1,0.875,0.2398266314,0.25,0.7996788438,10.05485162,mid,False
ENSG00000053900_ANAPC4,ANAPC4,0.875,0.2398266314,0.25,0.7996788438,9.590581634,mid,False
ENSG00000061987_MON2,MON2,0.875,0.2398266314,0.25,0.7996788438,10.43178362,mid,False
ENSG00000065060_UHRF1BP1,UHRF1BP1,0.875,0.2398266314,0.25,0.7996788438,10.66013626,mid,False
ENSG00000066739_ATG2B,ATG2B,0.875,0.2398266314,0.25,0.7996788438,10.63985837,mid,False
ENSG00000068745_IP6K2,IP6K2,0.875,0.2398266314,0.25,0.7996788438,10.31754383,mid,False
ENSG00000100599_RIN3,RIN3,0.875,0.2398266314,0.25,0.7996788438,10.00073463,mid,False
ENSG00000106714_CNTNAP3,CNTNAP3,0.875,0.2398266314,0.25,0.7996788438,8.16830506,mid,False
ENSG00000114026_OGG1,OGG1,0.875,0.2398266314,0.25,0.7996788438,8.167857856,mid,False
ENSG00000118965_WDR35,WDR35,0.875,0.2398266314,0.25,0.7996788438,9.817876361,mid,False
ENSG00000121270_ABCC11,ABCC11,0.875,0.2398266314,0.25,0.7996788438,2.091236132,tail,False
ENSG00000133962_CATSPERB,CATSPERB,0.875,0.2398266314,0.25,0.7996788438,6.581372927,mid,False
ENSG00000142959_BEST4,BEST4,0.875,0.2398266314,0.25,0.7996788438,2.739159313,mid,False
ENSG00000143847_PPFIA4,PPFIA4,0.875,0.2398266314,0.25,0.7996788438,2.898836924,mid,False
ENSG00000144821_MYH15,MYH15,0.875,0.2398266314,0.25,0.7996788438,2.124806669,tail,False
ENSG00000146215_CRIP3,CRIP3,0.875,0.2398266314,0.25,0.7996788438,2.920330597,mid,False
ENSG00000146776_ATXN7L1,ATXN7L1,0.875,0.2398266314,0.25,0.7996788438,7.743774873,mid,False
ENSG00000147642_SYBU,SYBU,0.875,0.2398266314,0.25,0.7996788438,10.03449774,mid,False
ENSG00000149548_CCDC15,CCDC15,0.875,0.2398266314,0.25,0.7996788438,6.270747933,mid,False
ENSG00000156313_RPGR,RPGR,0.875,0.2398266314,0.25,0.7996788438,7.141291035,mid,False
ENSG00000158019_BABAM2,BABAM2,0.875,0.2398266314,0.25,0.7996788438,8.790306055,mid,False
ENSG00000158815_FGF17,FGF17,0.875,0.2398266314,0.25,0.7996788438,2.227847375,mid,False
ENSG00000159267_HLCS,HLCS,0.875,0.2398266314,0.25,0.7996788438,10.16627603,mid,False
ENSG00000160058_BSDC1,BSDC1,0.875,0.2398266314,0.25,0.7996788438,10.25143975,mid,False
ENSG00000160948_VPS28,VPS28,0.875,0.2398266314,0.25,0.7996788438,10.60848059,mid,False
ENSG00000166888_STAT6,STAT6,0.875,0.2398266314,0.25,0.7996788438,12.28421887,head,False
ENSG00000167065_DUSP18,DUSP18,0.875,0.2398266314,0.25,0.7996788438,7.056307514,mid,False
ENSG00000177426_TGIF1,TGIF1,0.875,0.2398266314,0.25,0.7996788438,9.645256687,mid,False
ENSG00000178115_GOLGA8Q,GOLGA8Q,0.875,0.2398266314,0.25,0.7996788438,2.814130133,mid,False
ENSG00000182308_DCAF4L1,DCAF4L1,0.875,0.2398266314,0.25,0.7996788438,4.480967728,mid,False
ENSG00000182389_CACNB4,CACNB4,0.875,0.2398266314,0.25,0.7996788438,3.097171518,mid,False
ENSG00000184949_FAM227A,FAM227A,0.875,0.2398266314,0.25,0.7996788438,6.888165562,mid,False
ENSG00000186648_CARMIL3,CARMIL3,0.875,0.2398266314,0.25,0.7996788438,3.636253575,mid,False
ENSG00000187164_SHTN1,SHTN1,0.875,0.2398266314,0.25,0.7996788438,10.78015262,mid,False
ENSG00000187650_VMAC,VMAC,0.875,0.2398266314,0.25,0.7996788438,6.526694162,mid,False
ENSG00000188660_LINC00319,LINC00319,0.875,0.2398266314,0.25,0.7996788438,2.81640361,mid,False
ENSG00000196562_SULF2,SULF2,0.875,0.2398266314,0.25,0.7996788438,11.93037722,head,False
ENSG00000197603_CPLANE1,CPLANE1,0.875,0.2398266314,0.25,0.7996788438,10.90631786,mid,False
ENSG00000197933_ZNF823,ZNF823,0.875,0.2398266314,0.25,0.7996788438,7.362409362,mid,False
ENSG00000205436_EXOC3L4,EXOC3L4,0.875,0.2398266314,0.25,0.7996788438,2.12394949,tail,False
ENSG00000206561_COLQ,COLQ,0.875,0.2398266314,0.25,0.7996788438,3.335662299,mid,False
ENSG00000214021_TTLL3,TTLL3,0.875,0.2398266314,0.25,0.7996788438,8.300118154,mid,False
ENSG00000214279_SCART1,SCART1,0.875,0.2398266314,0.25,0.7996788438,4.966883123,mid,False
ENSG00000223768_LINC00205,LINC00205,0.875,0.2398266314,0.25,0.7996788438,8.525550619,mid,False
ENSG00000228613_AC141930.1,AC141930.1,0.875,0.2398266314,0.25,0.7996788438,2.353508881,mid,False
ENSG00000229980_TOB1-AS1,TOB1-AS1,0.875,0.2398266314,0.25,0.7996788438,5.308654251,mid,False
ENSG00000230185_C9orf147,C9orf147,0.875,0.2398266314,0.25,0.7996788438,2.423749386,mid,False
ENSG00000237476_LINC01637,LINC01637,0.875,0.2398266314,0.25,0.7996788438,5.076495274,mid,False
ENSG00000243660_ZNF487,ZNF487,0.875,0.2398266314,0.25,0.7996788438,5.677196545,mid,False
ENSG00000243811_APOBEC3D,APOBEC3D,0.875,0.2398266314,0.25,0.7996788438,1.710365284,tail,False
ENSG00000245261_AL133375.1,AL133375.1,0.875,0.2398266314,0.25,0.7996788438,3.003326838,mid,False
ENSG00000253873_PCDHGA11,PCDHGA11,0.875,0.2398266314,0.25,0.7996788438,4.498274229,mid,False
ENSG00000261777_AC012184.3,AC012184.3,0.875,0.2398266314,0.25,0.7996788438,2.973559857,mid,False
ENSG00000261971_MMP25-AS1,MMP25-AS1,0.875,0.2398266314,0.25,0.7996788438,6.942447331,mid,False
ENSG00000263327_TAPT1-AS1,TAPT1-AS1,0.875,0.2398266314,0.25,0.7996788438,5.546200022,mid,False
ENSG00000264548_AC132872.2,AC132872.2,0.875,0.2398266314,0.25,0.7996788438,2.633070083,mid,False
ENSG00000270020_AC009108.3,AC009108.3,0.875,0.2398266314,0.25,0.7996788438,1.718034451,tail,False
ENSG00000270118_AC138894.2,AC138894.2,0.875,0.2398266314,0.25,0.7996788438,1.99619086,tail,False
ENSG00000270137_AF230666.2,AF230666.2,0.875,0.2398266314,0.25,0.7996788438,3.40217176,mid,False
ENSG00000271254_AC240274.1,AC240274.1,0.875,0.2398266314,0.25,0.7996788438,8.624393198,mid,False
ENSG00000272902_TBC1D8-AS1,TBC1D8-AS1,0.875,0.2398266314,0.25,0.7996788438,2.611849141,mid,False
ENSG00000277873_AC131159.2,AC131159.2,0.875,0.2398266314,0.25,0.7996788438,2.571675371,mid,False
ENSG00000285184_AC244033.2,AC244033.2,0.875,0.2398266314,0.25,0.7996788438,5.169681066,mid,False
ENSG00000286825_AL096870.6,AL096870.6,0.875,0.2398266314,0.25,0.7996788438,4.029258709,mid,False
ENSG00000288235_FAM106C,FAM106C,0.875,0.2398266314,0.25,0.7996788438,4.518233158,mid,False
ENSG00000179270_PCARE,PCARE,0.875,0.2398266314,0.3125,0.8907828283,1.044132979,tail,False
ENSG00000260423_LINC02367,LINC02367,0.875,0.2398266314,0.3125,0.8907828283,1.310706372,tail,False
ENSG00000006047_YBX2,YBX2,0.875,0.2398266314,0.3125,0.8907828283,7.126331368,mid,False
ENSG00000011376_LARS2,LARS2,0.875,0.2398266314,0.3125,0.8907828283,10.27824873,mid,False
ENSG00000073605_GSDMB,GSDMB,0.875,0.2398266314,0.3125,0.8907828283,6.739113286,mid,False
ENSG00000089091_DZANK1,DZANK1,0.875,0.2398266314,0.3125,0.8907828283,6.091058996,mid,False
ENSG00000100298_APOBEC3H,APOBEC3H,0.875,0.2398266314,0.3125,0.8907828283,2.118058267,tail,False
ENSG00000102710_SUPT20H,SUPT20H,0.875,0.2398266314,0.3125,0.8907828283,10.02690056,mid,False
ENSG00000102934_PLLP,PLLP,0.875,0.2398266314,0.3125,0.8907828283,10.10811324,mid,False
ENSG00000107242_PIP5K1B,PIP5K1B,0.875,0.2398266314,0.3125,0.8907828283,5.046604296,mid,False
ENSG00000110455_ACCS,ACCS,0.875,0.2398266314,0.3125,0.8907828283,7.222001,mid,False
ENSG00000110756_HPS5,HPS5,0.875,0.2398266314,0.3125,0.8907828283,10.15483011,mid,False
ENSG00000113108_APBB3,APBB3,0.875,0.2398266314,0.3125,0.8907828283,7.041266898,mid,False
ENSG00000116138_DNAJC16,DNAJC16,0.875,0.2398266314,0.3125,0.8907828283,9.296176871,mid,False
ENSG00000130518_IQCN,IQCN,0.875,0.2398266314,0.3125,0.8907828283,6.326300138,mid,False
ENSG00000132518_GUCY2D,GUCY2D,0.875,0.2398266314,0.3125,0.8907828283,2.933918621,mid,False
ENSG00000137941_TTLL7,TTLL7,0.875,0.2398266314,0.3125,0.8907828283,5.133453569,mid,False
ENSG00000139899_CBLN3,CBLN3,0.875,0.2398266314,0.3125,0.8907828283,4.770438107,mid,False
ENSG00000143375_CGN,CGN,0.875,0.2398266314,0.3125,0.8907828283,10.2584424,mid,False
ENSG00000145996_CDKAL1,CDKAL1,0.875,0.2398266314,0.3125,0.8907828283,8.804202298,mid,False
ENSG00000158402_CDC25C,CDC25C,0.875,0.2398266314,0.3125,0.8907828283,6.861613919,mid,False
ENSG00000162836_ACP6,ACP6,0.875,0.2398266314,0.3125,0.8907828283,9.484559995,mid,False
ENSG00000164087_POC1A,POC1A,0.875,0.2398266314,0.3125,0.8907828283,7.564368567,mid,False
ENSG00000165124_SVEP1,SVEP1,0.875,0.2398266314,0.3125,0.8907828283,9.005221328,mid,False
ENSG00000166147_FBN1,FBN1,0.875,0.2398266314,0.3125,0.8907828283,8.113991597,mid,False
ENSG00000166819_PLIN1,PLIN1,0.875,0.2398266314,0.3125,0.8907828283,6.634610514,mid,False
ENSG00000167165_UGT1A6,UGT1A6,0.875,0.2398266314,0.3125,0.8907828283,5.79028921,mid,False
ENSG00000172775_FAM192A,FAM192A,0.875,0.2398266314,0.3125,0.8907828283,10.301056,mid,False
ENSG00000173530_TNFRSF10D,TNFRSF10D,0.875,0.2398266314,0.3125,0.8907828283,9.355460466,mid,False
ENSG00000175573_C11orf68,C11orf68,0.875,0.2398266314,0.3125,0.8907828283,8.868515298,mid,False
ENSG00000175728_C11orf44,C11orf44,0.875,0.2398266314,0.3125,0.8907828283,2.438812526,mid,False
ENSG00000184343_SRPK3,SRPK3,0.875,0.2398266314,0.3125,0.8907828283,2.803626824,mid,False
ENSG00000186523_FAM86B1,FAM86B1,0.875,0.2398266314,0.3125,0.8907828283,7.458483033,mid,False
ENSG00000198105_ZNF248,ZNF248,0.875,0.2398266314,0.3125,0.8907828283,8.851633912,mid,False
ENSG00000198718_TOGARAM1,TOGARAM1,0.875,0.2398266314,0.3125,0.8907828283,9.746610995,mid,False
ENSG00000227359_AC017074.1,AC017074.1,0.875,0.2398266314,0.3125,0.8907828283,1.668591542,tail,False
ENSG00000233937_AC008443.1,AC008443.1,0.875,0.2398266314,0.3125,0.8907828283,6.625950261,mid,False
ENSG00000235903_CPB2-AS1,CPB2-AS1,0.875,0.2398266314,0.3125,0.8907828283,3.188963123,mid,False
ENSG00000241322_CDRT1,CDRT1,0.875,0.2398266314,0.3125,0.8907828283,7.117339265,mid,False
ENSG00000251432_LINC02615,LINC02615,0.875,0.2398266314,0.3125,0.8907828283,5.772209939,mid,False
