gene_core,gene,gene_raw,type,start,stop,strand,score,pval,qval,dist_to_tss,band,updown_group
ENSG00000273179,ENSG00000273179_SPON2-AS1,ENSG00000273179.1_SPON2-AS1(+),EBOX,326,337,-,13.0325,1.94e-05,0.625,-669.5,,
ENSG00000273179,ENSG00000273179_SPON2-AS1,ENSG00000273179.1_SPON2-AS1(+),EBOX,28,39,-,12.9593,2.01e-05,0.63,-967.5,,
ENSG00000273179,ENSG00000273179_SPON2-AS1,ENSG00000273179.1_SPON2-AS1(+),EBOX,28,39,+,12.187,3.35e-05,0.63,-967.5,,
ENSG00000273179,ENSG00000273179_SPON2-AS1,ENSG00000273179.1_SPON2-AS1(+),EBOX,326,337,+,11.9431,3.89e-05,0.63,-669.5,,
ENSG00000273184,ENSG00000273184_ENSG00000273184,ENSG00000273184.1_ENSG00000273184(+),EBOX,1366,1377,-,14.065,9.76e-06,0.543,370.5,,
ENSG00000273184,ENSG00000273184_ENSG00000273184,ENSG00000273184.1_ENSG00000273184(+),EBOX,1366,1377,+,13.8211,1.15e-05,0.553,370.5,,
ENSG00000273186,ENSG00000273186_ENSG00000273186,ENSG00000273186.1_ENSG00000273186(+),EBOX,1398,1409,-,10.7154,8.47e-05,0.63,402.5,,
ENSG00000273192,ENSG00000273192_AL671710.1,ENSG00000273192.1_ENSG00000273192(+),EBOX,253,264,-,12.5122,2.69e-05,0.63,-742.5,mid,Up
ENSG00000273192,ENSG00000273192_AL671710.1,ENSG00000273192.1_ENSG00000273192(+),EBOX,307,318,-,12.5122,2.69e-05,0.63,-688.5,mid,Up
ENSG00000273192,ENSG00000273192_AL671710.1,ENSG00000273192.1_ENSG00000273192(+),EBOX,543,554,-,12.5122,2.69e-05,0.63,-452.5,mid,Up
ENSG00000273192,ENSG00000273192_AL671710.1,ENSG00000273192.1_ENSG00000273192(+),EBOX,582,593,-,12.5122,2.69e-05,0.63,-413.5,mid,Up
ENSG00000273192,ENSG00000273192_AL671710.1,ENSG00000273192.1_ENSG00000273192(+),EBOX,614,625,-,12.5122,2.69e-05,0.63,-381.5,mid,Up
ENSG00000273192,ENSG00000273192_AL671710.1,ENSG00000273192.1_ENSG00000273192(+),EBOX,653,664,-,12.5122,2.69e-05,0.63,-342.5,mid,Up
ENSG00000273192,ENSG00000273192_AL671710.1,ENSG00000273192.1_ENSG00000273192(+),EBOX,719,730,-,12.5122,2.69e-05,0.63,-276.5,mid,Up
ENSG00000273192,ENSG00000273192_AL671710.1,ENSG00000273192.1_ENSG00000273192(+),EBOX,758,769,-,12.5122,2.69e-05,0.63,-237.5,mid,Up
ENSG00000273192,ENSG00000273192_AL671710.1,ENSG00000273192.1_ENSG00000273192(+),EBOX,861,872,-,12.5122,2.69e-05,0.63,-134.5,mid,Up
ENSG00000273192,ENSG00000273192_AL671710.1,ENSG00000273192.1_ENSG00000273192(+),EBOX,892,903,-,12.5122,2.69e-05,0.63,-103.5,mid,Up
ENSG00000273192,ENSG00000273192_AL671710.1,ENSG00000273192.1_ENSG00000273192(+),EBOX,931,942,-,12.5122,2.69e-05,0.63,-64.5,mid,Up
ENSG00000273192,ENSG00000273192_AL671710.1,ENSG00000273192.1_ENSG00000273192(+),EBOX,1007,1018,-,12.5122,2.69e-05,0.63,11.5,mid,Up
ENSG00000273192,ENSG00000273192_AL671710.1,ENSG00000273192.1_ENSG00000273192(+),EBOX,1063,1074,-,12.5122,2.69e-05,0.63,67.5,mid,Up
ENSG00000273192,ENSG00000273192_AL671710.1,ENSG00000273192.1_ENSG00000273192(+),EBOX,1098,1109,-,12.5122,2.69e-05,0.63,102.5,mid,Up
ENSG00000273192,ENSG00000273192_AL671710.1,ENSG00000273192.1_ENSG00000273192(+),EBOX,1137,1148,-,12.5122,2.69e-05,0.63,141.5,mid,Up
ENSG00000273192,ENSG00000273192_AL671710.1,ENSG00000273192.1_ENSG00000273192(+),EBOX,1206,1217,-,12.5122,2.69e-05,0.63,210.5,mid,Up
ENSG00000273192,ENSG00000273192_AL671710.1,ENSG00000273192.1_ENSG00000273192(+),EBOX,1236,1247,-,12.5122,2.69e-05,0.63,240.5,mid,Up
ENSG00000273192,ENSG00000273192_AL671710.1,ENSG00000273192.1_ENSG00000273192(+),EBOX,1337,1348,-,12.5122,2.69e-05,0.63,341.5,mid,Up
ENSG00000273192,ENSG00000273192_AL671710.1,ENSG00000273192.1_ENSG00000273192(+),EBOX,1376,1387,-,12.5122,2.69e-05,0.63,380.5,mid,Up
ENSG00000273192,ENSG00000273192_AL671710.1,ENSG00000273192.1_ENSG00000273192(+),EBOX,1407,1418,-,12.5122,2.69e-05,0.63,411.5,mid,Up
ENSG00000273192,ENSG00000273192_AL671710.1,ENSG00000273192.1_ENSG00000273192(+),EBOX,1444,1455,-,12.5122,2.69e-05,0.63,448.5,mid,Up
ENSG00000273192,ENSG00000273192_AL671710.1,ENSG00000273192.1_ENSG00000273192(+),EBOX,1474,1485,-,12.5122,2.69e-05,0.63,478.5,mid,Up
ENSG00000273192,ENSG00000273192_AL671710.1,ENSG00000273192.1_ENSG00000273192(+),EBOX,1509,1520,-,12.5122,2.69e-05,0.63,513.5,mid,Up
ENSG00000273192,ENSG00000273192_AL671710.1,ENSG00000273192.1_ENSG00000273192(+),EBOX,1548,1559,-,12.5122,2.69e-05,0.63,552.5,mid,Up
ENSG00000273192,ENSG00000273192_AL671710.1,ENSG00000273192.1_ENSG00000273192(+),EBOX,1587,1598,-,12.5122,2.69e-05,0.63,591.5,mid,Up
ENSG00000273192,ENSG00000273192_AL671710.1,ENSG00000273192.1_ENSG00000273192(+),EBOX,1617,1628,-,12.5122,2.69e-05,0.63,621.5,mid,Up
ENSG00000273192,ENSG00000273192_AL671710.1,ENSG00000273192.1_ENSG00000273192(+),EBOX,1652,1663,-,12.5122,2.69e-05,0.63,656.5,mid,Up
ENSG00000273192,ENSG00000273192_AL671710.1,ENSG00000273192.1_ENSG00000273192(+),EBOX,1691,1702,-,12.5122,2.69e-05,0.63,695.5,mid,Up
ENSG00000273192,ENSG00000273192_AL671710.1,ENSG00000273192.1_ENSG00000273192(+),EBOX,1730,1741,-,12.5122,2.69e-05,0.63,734.5,mid,Up
ENSG00000273192,ENSG00000273192_AL671710.1,ENSG00000273192.1_ENSG00000273192(+),EBOX,412,423,-,11.3659,5.66e-05,0.63,-583.5,mid,Up
ENSG00000273192,ENSG00000273192_AL671710.1,ENSG00000273192.1_ENSG00000273192(+),EBOX,503,514,-,11.1138,6.63e-05,0.63,-492.5,mid,Up
ENSG00000273192,ENSG00000273192_AL671710.1,ENSG00000273192.1_ENSG00000273192(+),EBOX,503,514,+,11.0244,7.04e-05,0.63,-492.5,mid,Up
ENSG00000273192,ENSG00000273192_AL671710.1,ENSG00000273192.1_ENSG00000273192(+),EBOX,156,167,-,10.8293,7.92e-05,0.63,-839.5,mid,Up
ENSG00000273196,ENSG00000273196_ENSG00000273196,ENSG00000273196.1_ENSG00000273196(-),EBOX,609,620,-,12.1138,3.49e-05,0.63,-386.5,,
ENSG00000273196,ENSG00000273196_ENSG00000273196,ENSG00000273196.1_ENSG00000273196(-),EBOX,609,620,+,11.8211,4.24e-05,0.63,-386.5,,
ENSG00000273204,ENSG00000273204_AC104506.1,ENSG00000273204.2_ENSG00000273204(+),EBOX,1821,1832,-,13.2358,1.69e-05,0.602,825.5,mid,Down
ENSG00000273204,ENSG00000273204_AC104506.1,ENSG00000273204.2_ENSG00000273204(+),EBOX,1821,1832,+,10.561,9.26e-05,0.63,825.5,mid,Down
ENSG00000273212,ENSG00000273212_AC000068.2,ENSG00000273212.1_ENSG00000273212(+),TETO,186,204,+,9.255,7.21e-05,1,-806,tail,Neutral
ENSG00000273214,ENSG00000273214_ENSG00000273214,ENSG00000273214.1_ENSG00000273214(+),EBOX,883,894,+,13.0569,1.9e-05,0.621,-112.5,,
ENSG00000273214,ENSG00000273214_ENSG00000273214,ENSG00000273214.1_ENSG00000273214(+),EBOX,602,613,-,10.878,7.7e-05,0.63,-393.5,,
ENSG00000273214,ENSG00000273214_ENSG00000273214,ENSG00000273214.1_ENSG00000273214(+),EBOX,88,99,+,10.8293,7.92e-05,0.63,-907.5,,
ENSG00000273214,ENSG00000273214_ENSG00000273214,ENSG00000273214.1_ENSG00000273214(+),TETO,678,696,-,10.805,3.42e-05,1,-314,,
ENSG00000273216,ENSG00000273216_ENSG00000273216,ENSG00000273216.1_ENSG00000273216(-),EBOX,1531,1542,+,10.5528,9.3e-05,0.63,535.5,,
ENSG00000273217,ENSG00000273217_ENSG00000273217,ENSG00000273217.1_ENSG00000273217(-),EBOX,870,881,+,13.1626,1.78e-05,0.613,-125.5,,
ENSG00000273217,ENSG00000273217_ENSG00000273217,ENSG00000273217.1_ENSG00000273217(-),EBOX,789,800,+,12.7073,2.37e-05,0.63,-206.5,,
ENSG00000273218,ENSG00000273218_ENSG00000273218,ENSG00000273218.1_ENSG00000273218(-),EBOX,712,723,+,11.4309,5.42e-05,0.63,-283.5,,
ENSG00000273218,ENSG00000273218_ENSG00000273218,ENSG00000273218.1_ENSG00000273218(-),EBOX,712,723,-,11.0407,6.96e-05,0.63,-283.5,,
ENSG00000273218,ENSG00000273218_ENSG00000273218,ENSG00000273218.1_ENSG00000273218(-),TETO,1513,1531,+,13.645,6.49e-06,1,521,,
ENSG00000273218,ENSG00000273218_ENSG00000273218,ENSG00000273218.1_ENSG00000273218(-),TETO,1513,1531,-,13.645,6.49e-06,1,521,,
ENSG00000273226,ENSG00000273226_AL391834.2,ENSG00000273226.1_ENSG00000273226(+),EBOX,840,851,+,10.4472,9.92e-05,0.63,-155.5,mid,Neutral
ENSG00000273228,ENSG00000273228_OR5BQ1P,ENSG00000273228.1_OR5BQ1P(+),TETO,563,581,-,9.04,8.12e-05,1,-429,,
ENSG00000273230,ENSG00000273230_AC102953.2,ENSG00000273230.1_ENSG00000273230(-),EBOX,1742,1753,-,10.5285,9.44e-05,0.63,746.5,mid,Neutral
ENSG00000273233,ENSG00000273233_ENSG00000273233,ENSG00000273233.1_ENSG00000273233(-),EBOX,366,377,-,12.439,2.82e-05,0.63,-629.5,,
ENSG00000273233,ENSG00000273233_ENSG00000273233,ENSG00000273233.1_ENSG00000273233(-),EBOX,366,377,+,10.878,7.7e-05,0.63,-629.5,,
ENSG00000273243,ENSG00000273243_Z82243.1,ENSG00000273243.1_ENSG00000273243(-),TETO,592,610,-,8.68,9.93e-05,1,-400,mid,Neutral
ENSG00000273244,ENSG00000273244_ENSG00000273244,ENSG00000273244.1_ENSG00000273244(-),EBOX,181,192,+,14.5285,6.47e-06,0.486,-814.5,,
ENSG00000273244,ENSG00000273244_ENSG00000273244,ENSG00000273244.1_ENSG00000273244(-),EBOX,181,192,-,13.4634,1.47e-05,0.578,-814.5,,
ENSG00000273244,ENSG00000273244_ENSG00000273244,ENSG00000273244.1_ENSG00000273244(-),TETO,1813,1831,+,11.465,2.31e-05,1,821,,
ENSG00000273248,ENSG00000273248_AC010997.5,ENSG00000273248.3_ENSG00000273248(-),EBOX,1360,1371,+,12.9593,2.01e-05,0.63,364.5,mid,Neutral
ENSG00000273248,ENSG00000273248_AC010997.5,ENSG00000273248.3_ENSG00000273248(-),EBOX,1360,1371,-,12.9431,2.05e-05,0.63,364.5,mid,Neutral
ENSG00000273248,ENSG00000273248_AC010997.5,ENSG00000273248.3_ENSG00000273248(-),TETO,806,824,-,10.29,4.4e-05,1,-186,mid,Neutral
ENSG00000273248,ENSG00000273248_AC010997.5,ENSG00000273248.3_ENSG00000273248(-),TETO,475,493,+,9.44,6.56e-05,1,-517,mid,Neutral
ENSG00000273249,ENSG00000273249_BX649632.1,ENSG00000273249.2_WDR5-DT(-),EBOX,480,491,+,11.8699,4.09e-05,0.63,-515.5,tail,Neutral
ENSG00000273249,ENSG00000273249_BX649632.1,ENSG00000273249.2_WDR5-DT(-),EBOX,1008,1019,-,11.561,4.99e-05,0.63,12.5,tail,Neutral
ENSG00000273249,ENSG00000273249_BX649632.1,ENSG00000273249.2_WDR5-DT(-),EBOX,1891,1902,+,11.2764,6.03e-05,0.63,895.5,tail,Neutral
ENSG00000273249,ENSG00000273249_BX649632.1,ENSG00000273249.2_WDR5-DT(-),EBOX,1160,1171,+,11.0813,6.8e-05,0.63,164.5,tail,Neutral
ENSG00000273249,ENSG00000273249_BX649632.1,ENSG00000273249.2_WDR5-DT(-),EBOX,480,491,-,10.4634,9.81e-05,0.63,-515.5,tail,Neutral
ENSG00000273253,ENSG00000273253_AL022328.4,ENSG00000273253.3_TRABD-AS1(-),EBOX,474,485,-,11.0732,6.85e-05,0.63,-521.5,mid,Neutral
ENSG00000273255,ENSG00000273255_OR5BP1P,ENSG00000273255.1_OR5BP1P(+),TETO,844,862,+,10.16,4.67e-05,1,-148,,
ENSG00000273258,ENSG00000273258_ENSG00000273258,ENSG00000273258.2_ENSG00000273258(-),EBOX,1641,1652,-,11.0894,6.75e-05,0.63,645.5,,
ENSG00000273261,ENSG00000273261_AC092953.2,ENSG00000273261.1_ENSG00000273261(-),TETO,1547,1565,+,11.595,2.12e-05,1,555,tail,Up
ENSG00000273262,ENSG00000273262_ENSG00000273262,ENSG00000273262.1_ENSG00000273262(+),EBOX,824,835,+,15.935,9.2e-07,0.34,-171.5,,
ENSG00000273262,ENSG00000273262_ENSG00000273262,ENSG00000273262.1_ENSG00000273262(+),EBOX,824,835,-,11.4959,5.22e-05,0.63,-171.5,,
ENSG00000273264,ENSG00000273264_ENSG00000273264,ENSG00000273264.1_ENSG00000273264(+),TETO,1676,1694,+,9.23,7.32e-05,1,684,,
ENSG00000273265,ENSG00000273265_CNNM3-DT,ENSG00000273265.2_CNNM3-DT(-),EBOX,1217,1228,-,11.6748,4.65e-05,0.63,221.5,,
ENSG00000273265,ENSG00000273265_CNNM3-DT,ENSG00000273265.2_CNNM3-DT(-),EBOX,454,465,+,11.1789,6.4e-05,0.63,-541.5,,
ENSG00000273267,ENSG00000273267_ENSG00000273267,ENSG00000273267.1_ENSG00000273267(+),EBOX,368,379,+,11.8943,4.03e-05,0.63,-627.5,,
ENSG00000273269,ENSG00000273269_ENSG00000273269,ENSG00000273269.3_ENSG00000273269(-),EBOX,1596,1607,+,10.8211,7.96e-05,0.63,600.5,,
ENSG00000273275,ENSG00000273275_AC017083.2,ENSG00000273275.1_ENSG00000273275(+),EBOX,354,365,-,11.5203,5.14e-05,0.63,-641.5,mid,Neutral
ENSG00000273287,ENSG00000273287_ENSG00000273287,ENSG00000273287.3_ENSG00000273287(-),EBOX,509,520,+,14,1.02e-05,0.545,-486.5,,
ENSG00000273287,ENSG00000273287_ENSG00000273287,ENSG00000273287.3_ENSG00000273287(-),TETO,100,118,+,10.47,4.05e-05,1,-892,,
ENSG00000273293,ENSG00000273293_ENSG00000273293,ENSG00000273293.1_ENSG00000273293(-),EBOX,614,625,+,11.6748,4.65e-05,0.63,-381.5,,
ENSG00000273293,ENSG00000273293_ENSG00000273293,ENSG00000273293.1_ENSG00000273293(-),TETO,1135,1153,+,10.48,4.02e-05,1,143,,
ENSG00000273300,ENSG00000273300_AC000068.3,ENSG00000273300.1_ENSG00000273300(+),EBOX,1160,1171,+,11.5691,4.96e-05,0.63,164.5,tail,Up
ENSG00000273300,ENSG00000273300_AC000068.3,ENSG00000273300.1_ENSG00000273300(+),TETO,1829,1847,+,10.805,3.42e-05,1,837,tail,Up
ENSG00000273305,ENSG00000273305_ENSG00000273305,ENSG00000273305.1_ENSG00000273305(+),TETO,1907,1925,+,12.37,1.37e-05,1,915,,
ENSG00000273305,ENSG00000273305_ENSG00000273305,ENSG00000273305.1_ENSG00000273305(+),TETO,1966,1984,-,9.395,6.7e-05,1,974,,
ENSG00000273305,ENSG00000273305_ENSG00000273305,ENSG00000273305.1_ENSG00000273305(+),TETO,52,70,-,8.85,9.04e-05,1,-940,,
ENSG00000273311,ENSG00000273311_DGCR11,ENSG00000273311.1_DGCR11(-),EBOX,1711,1722,-,11.5854,4.92e-05,0.63,715.5,mid,Down
ENSG00000273313,ENSG00000273313_RBAKDN,ENSG00000273313.1_RBAKDN(+),EBOX,1251,1262,+,11.8293,4.21e-05,0.63,255.5,tail,Up
ENSG00000273313,ENSG00000273313_RBAKDN,ENSG00000273313.1_RBAKDN(+),EBOX,1251,1262,-,11.0163,7.07e-05,0.63,255.5,tail,Up
ENSG00000273321,ENSG00000273321_ENSG00000273321,ENSG00000273321.1_ENSG00000273321(+),TETO,565,583,+,8.885,8.86e-05,1,-427,,
ENSG00000273321,ENSG00000273321_ENSG00000273321,ENSG00000273321.1_ENSG00000273321(+),TETO,565,583,-,8.885,8.86e-05,1,-427,,
ENSG00000273325,ENSG00000273325_ENSG00000273325,ENSG00000273325.1_ENSG00000273325(+),EBOX,875,886,-,13.748,1.2e-05,0.559,-120.5,,
ENSG00000273325,ENSG00000273325_ENSG00000273325,ENSG00000273325.1_ENSG00000273325(+),EBOX,875,886,+,13.4309,1.51e-05,0.585,-120.5,,
ENSG00000273325,ENSG00000273325_ENSG00000273325,ENSG00000273325.1_ENSG00000273325(+),TETO,259,277,+,12.635,1.21e-05,1,-733,,
ENSG00000273327,ENSG00000273327_OR6L2P,ENSG00000273327.1_OR6L2P(-),EBOX,1427,1438,+,10.4797,9.72e-05,0.63,431.5,,
ENSG00000273330,ENSG00000273330_CYP4F36P,ENSG00000273330.1_CYP4F36P(-),TETO,1713,1731,-,14.825,3.29e-06,1,721,,
ENSG00000273331,ENSG00000273331_TM4SF19-DYNLT2B,ENSG00000273331.1_TM4SF19-DYNLT2B(-),TETO,360,378,+,8.83,9.14e-05,1,-632,,
ENSG00000273331,ENSG00000273331_TM4SF19-DYNLT2B,ENSG00000273331.1_TM4SF19-DYNLT2B(-),TETO,360,378,-,8.83,9.14e-05,1,-632,,
ENSG00000273338,ENSG00000273338_AC103591.3,ENSG00000273338.2_ENSG00000273338(-),TETO,1885,1903,-,10.12,4.75e-05,1,893,mid,Down
ENSG00000273341,ENSG00000273341_ENSG00000273341,ENSG00000273341.3_ENSG00000273341(+),EBOX,1597,1608,+,10.8374,7.89e-05,0.63,601.5,,
ENSG00000273341,ENSG00000273341_ENSG00000273341,ENSG00000273341.3_ENSG00000273341(+),EBOX,1597,1608,-,10.5366,9.4e-05,0.63,601.5,,
ENSG00000273343,ENSG00000273343_AC007663.4,ENSG00000273343.1_ENSG00000273343(-),EBOX,1575,1586,-,12.4959,2.73e-05,0.63,579.5,mid,Neutral
ENSG00000273343,ENSG00000273343_AC007663.4,ENSG00000273343.1_ENSG00000273343(-),EBOX,358,369,+,10.5447,9.35e-05,0.63,-637.5,mid,Neutral
ENSG00000273344,ENSG00000273344_PAXIP1-AS1,ENSG00000273344.3_PAXIP1-DT(+),EBOX,728,739,+,15.187,3.19e-06,0.444,-267.5,mid,Neutral
ENSG00000273344,ENSG00000273344_PAXIP1-AS1,ENSG00000273344.3_PAXIP1-DT(+),EBOX,1854,1865,+,10.9756,7.24e-05,0.63,858.5,mid,Neutral
ENSG00000273344,ENSG00000273344_PAXIP1-AS1,ENSG00000273344.3_PAXIP1-DT(+),EBOX,728,739,-,10.5285,9.44e-05,0.63,-267.5,mid,Neutral
ENSG00000273345,ENSG00000273345_ENSG00000273345,ENSG00000273345.6_ENSG00000273345(-),EBOX,977,988,+,12.5528,2.64e-05,0.63,-18.5,,
ENSG00000273345,ENSG00000273345_ENSG00000273345,ENSG00000273345.6_ENSG00000273345(-),EBOX,977,988,-,11.2439,6.16e-05,0.63,-18.5,,
ENSG00000273345,ENSG00000273345_ENSG00000273345,ENSG00000273345.6_ENSG00000273345(-),TETO,986,1004,-,10.32,4.34e-05,1,-6,,
ENSG00000273348,ENSG00000273348_ENSG00000273348,ENSG00000273348.1_ENSG00000273348(-),EBOX,408,419,+,12.8049,2.23e-05,0.63,-587.5,,
ENSG00000273348,ENSG00000273348_ENSG00000273348,ENSG00000273348.1_ENSG00000273348(-),EBOX,1022,1033,-,11.8537,4.14e-05,0.63,26.5,,
ENSG00000273348,ENSG00000273348_ENSG00000273348,ENSG00000273348.1_ENSG00000273348(-),EBOX,408,419,-,11.5854,4.92e-05,0.63,-587.5,,
ENSG00000273348,ENSG00000273348_ENSG00000273348,ENSG00000273348.1_ENSG00000273348(-),TETO,233,251,-,10.14,4.71e-05,1,-759,,
ENSG00000273361,ENSG00000273361_AC021016.3,ENSG00000273361.2_ENSG00000273361(-),EBOX,1625,1636,-,10.4715,9.76e-05,0.63,629.5,tail,Neutral
ENSG00000273362,ENSG00000273362_ENSG00000273362,ENSG00000273362.1_ENSG00000273362(+),EBOX,102,113,+,11.9106,3.99e-05,0.63,-893.5,,
ENSG00000273362,ENSG00000273362_ENSG00000273362,ENSG00000273362.1_ENSG00000273362(+),EBOX,102,113,-,11.2276,6.21e-05,0.63,-893.5,,
ENSG00000273362,ENSG00000273362_ENSG00000273362,ENSG00000273362.1_ENSG00000273362(+),EBOX,1321,1332,-,10.6911,8.62e-05,0.63,325.5,,
ENSG00000273369,ENSG00000273369_AC096586.2,ENSG00000273369.1_ENSG00000273369(-),EBOX,241,252,-,13.4472,1.48e-05,0.581,-754.5,mid,Down
ENSG00000273369,ENSG00000273369_AC096586.2,ENSG00000273369.1_ENSG00000273369(-),EBOX,241,252,+,10.6423,8.86e-05,0.63,-754.5,mid,Down
ENSG00000273372,ENSG00000273372_SFTPD-AS1,ENSG00000273372.1_SFTPD-AS1(+),EBOX,773,784,+,11.4146,5.48e-05,0.63,-222.5,,
ENSG00000273377,ENSG00000273377_OR2Q1P,ENSG00000273377.1_OR2Q1P(+),TETO,407,425,+,8.765,9.47e-05,1,-585,,
ENSG00000273382,ENSG00000273382_AL356488.3,ENSG00000273382.1_TMEM167B-DT(-),EBOX,449,460,-,13.1138,1.83e-05,0.616,-546.5,mid,Down
ENSG00000273382,ENSG00000273382_AL356488.3,ENSG00000273382.1_TMEM167B-DT(-),EBOX,449,460,+,12.3902,2.91e-05,0.63,-546.5,mid,Down
ENSG00000273384,ENSG00000273384_ENSG00000273384,ENSG00000273384.2_ENSG00000273384(+),EBOX,972,983,+,14.4472,7.03e-06,0.496,-23.5,,
ENSG00000273391,ENSG00000273391_AC083880.1,ENSG00000273391.2_ENSG00000273391(-),EBOX,1274,1285,+,10.5366,9.4e-05,0.63,278.5,mid,Up
ENSG00000273394,ENSG00000273394_ENSG00000273394,ENSG00000273394.1_ENSG00000273394(-),EBOX,699,710,+,13,1.97e-05,0.626,-296.5,,
ENSG00000273394,ENSG00000273394_ENSG00000273394,ENSG00000273394.1_ENSG00000273394(-),EBOX,699,710,-,12.8943,2.11e-05,0.63,-296.5,,
ENSG00000273394,ENSG00000273394_ENSG00000273394,ENSG00000273394.1_ENSG00000273394(-),EBOX,646,657,+,10.8862,7.65e-05,0.63,-349.5,,
ENSG00000273402,ENSG00000273402_AC004908.3,ENSG00000273402.1_ENSG00000273402(+),EBOX,738,749,-,11.1951,6.33e-05,0.63,-257.5,tail,Up
ENSG00000273402,ENSG00000273402_AC004908.3,ENSG00000273402.1_ENSG00000273402(+),TETO,135,153,-,9.85,5.37e-05,1,-857,tail,Up
ENSG00000273406,ENSG00000273406_ENSG00000273406,ENSG00000273406.2_ENSG00000273406(+),EBOX,54,65,+,12.2033,3.31e-05,0.63,-941.5,,
ENSG00000273407,ENSG00000273407_CYP3A4-AS1,ENSG00000273407.1_CYP3A4-AS1(+),EBOX,1143,1154,-,11.626,4.8e-05,0.63,147.5,,
ENSG00000273407,ENSG00000273407_CYP3A4-AS1,ENSG00000273407.1_CYP3A4-AS1(+),TETO,67,85,+,10.39,4.2e-05,1,-925,,
ENSG00000273408,ENSG00000273408_OR5B15P,ENSG00000273408.1_OR5B15P(-),TETO,1363,1381,-,9.785,5.55e-05,1,371,,
ENSG00000273409,ENSG00000273409_LINC02712,ENSG00000273409.4_LINC02712(+),EBOX,589,600,-,14.0813,9.58e-06,0.54,-406.5,,
ENSG00000273409,ENSG00000273409_LINC02712,ENSG00000273409.4_LINC02712(+),EBOX,589,600,+,12.9024,2.09e-05,0.63,-406.5,,
ENSG00000273409,ENSG00000273409_LINC02712,ENSG00000273409.4_LINC02712(+),TETO,632,650,+,11.71,1.97e-05,1,-360,,
ENSG00000273413,ENSG00000273413_ENSG00000273413,ENSG00000273413.1_ENSG00000273413(-),EBOX,278,289,+,13.5041,1.44e-05,0.572,-717.5,,
ENSG00000273413,ENSG00000273413_ENSG00000273413,ENSG00000273413.1_ENSG00000273413(-),EBOX,411,422,+,11.8618,4.12e-05,0.63,-584.5,,
ENSG00000273413,ENSG00000273413_ENSG00000273413,ENSG00000273413.1_ENSG00000273413(-),EBOX,411,422,-,11.5041,5.2e-05,0.63,-584.5,,
ENSG00000273413,ENSG00000273413_ENSG00000273413,ENSG00000273413.1_ENSG00000273413(-),EBOX,950,961,-,11.3821,5.59e-05,0.63,-45.5,,
ENSG00000273413,ENSG00000273413_ENSG00000273413,ENSG00000273413.1_ENSG00000273413(-),EBOX,278,289,-,11.3008,5.9e-05,0.63,-717.5,,
ENSG00000273413,ENSG00000273413_ENSG00000273413,ENSG00000273413.1_ENSG00000273413(-),EBOX,459,470,+,11.2927,5.94e-05,0.63,-536.5,,
ENSG00000273413,ENSG00000273413_ENSG00000273413,ENSG00000273413.1_ENSG00000273413(-),EBOX,447,458,+,10.7561,8.24e-05,0.63,-548.5,,
ENSG00000273419,ENSG00000273419_AC004877.1,ENSG00000273419.1_ENSG00000273419(-),EBOX,983,994,+,12.4878,2.74e-05,0.63,-12.5,tail,Neutral
ENSG00000273420,ENSG00000273420_AC008738.7,ENSG00000273420.1_ENSG00000273420(+),EBOX,725,736,-,10.4472,9.92e-05,0.63,-270.5,mid,Neutral
ENSG00000273424,ENSG00000273424_AL008582.1,ENSG00000273424.1_ENSG00000273424(+),TETO,1767,1785,+,10.035,4.94e-05,1,775,tail,Up
ENSG00000273424,ENSG00000273424_AL008582.1,ENSG00000273424.1_ENSG00000273424(+),TETO,1940,1958,+,9.63,5.96e-05,1,948,tail,Up
ENSG00000273428,ENSG00000273428_ENSG00000273428,ENSG00000273428.5_ENSG00000273428(+),EBOX,1226,1237,+,11.1951,6.33e-05,0.63,230.5,,
ENSG00000273433,ENSG00000273433_ENSG00000273433,ENSG00000273433.1_ENSG00000273433(-),TETO,959,977,-,13.33,8.01e-06,1,-33,,
ENSG00000273434,ENSG00000273434_OR8S21P,ENSG00000273434.1_OR8S21P(-),TETO,1102,1120,-,14.19,4.66e-06,1,110,,
ENSG00000273434,ENSG00000273434_OR8S21P,ENSG00000273434.1_OR8S21P(-),TETO,315,333,+,8.765,9.47e-05,1,-677,,
ENSG00000273443,ENSG00000273443_ENSG00000273443,ENSG00000273443.2_ENSG00000273443(-),EBOX,519,530,+,11.2276,6.21e-05,0.63,-476.5,,
ENSG00000273449,ENSG00000273449_AC093788.1,ENSG00000273449.1_ENSG00000273449(+),TETO,1797,1815,+,10.055,4.89e-05,1,805,mid,Neutral
ENSG00000273454,ENSG00000273454_AC112503.2,ENSG00000273454.1_ENSG00000273454(+),EBOX,178,189,-,14.7154,5.31e-06,0.478,-817.5,tail,Up
ENSG00000273454,ENSG00000273454_AC112503.2,ENSG00000273454.1_ENSG00000273454(+),EBOX,178,189,+,14.6992,5.45e-06,0.481,-817.5,tail,Up
ENSG00000273455,ENSG00000273455_ENSG00000273455,ENSG00000273455.1_ENSG00000273455(-),EBOX,778,789,-,11.2683,6.08e-05,0.63,-217.5,,
ENSG00000273461,ENSG00000273461_ENSG00000273461,ENSG00000273461.5_ENSG00000273461(+),EBOX,658,669,-,13.6748,1.27e-05,0.564,-337.5,,
